ciclo,ramo,unidad_resp,clave,nombre_actual,nombre_ant,ano_inicio,ano_oper,derecho_bienestar_directo,derecho_bienestar_indirecto,areas_atencion,objetivo,eje_alineado,tema_alineado,indicador_alineado,programa_alineado,sexo,etapa,grupos,ambito,apoyos,modo_apoyos,unidad_territorial,entidades,difinida_pp,medida_pp,cuantific_pp,definida_po,medida_po,cuantific_po,definida_pa,medida_pa,cuantific_pa,cobertura,eficiencia,presupuesto_original,presupuesto_modificado,presupuesto_ejercido
2014,medio ambiente y recursos naturales,comision nacional del agua,s079,"programa de rehabilitacion, modernizacion, tecnificacion y equipamiento de distritos de riego y temporal tecnificado","programa de rehabilitacion, modernizacion y equipamiento de distritos de riego",2002,2014,bienestar economico,NA,campo y desarrollo rural,inversion en infraestructura,mexico prospero,"impulsar y orientar un crecimiento verde incluyente y facilitador que preserve nuestro patrimonio natural al mismo tiempo que genere riqueza, competitividad y empleo",productividad del agua en distritos de riego (kg/m3),"fortalecer la gestion integral y sustentable del agua, garantizando su acceso a la poblacion y a los ecosistemas.",ambos,personas adultas,productores agricolas y/o agropecuarios,rural,financiamiento de infraestructura,monetario,distritos y unidades de riego,aguascalientes | baja california | baja california sur | chiapas | chihuahua | coahuila de zaragoza | colima | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,organizaciones de usuarios,470,1,organizaciones de usuarios,470.0,1,organizaciones de usuarios,292.0,62.13,62.13,2100.0,2361.06,2361.06
2014,medio ambiente y recursos naturales,comision nacional del agua,s217,"programa de rehabilitacion, modernizacion, tecnificacion y equipamiento de unidades de riego",programa de modernizacion y tecnificacion de unidades de riego,2009,2014,bienestar economico,NA,campo y desarrollo rural,inversion en infraestructura,mexico prospero,"impulsar y orientar un crecimiento verde incluyente y facilitador que preserve nuestro patrimonio natural al mismo tiempo que genere riqueza, competitividad y empleo",productividad del agua en distritos de riego (kg/m3),"fortalecer la gestion integral y sustentable del agua, garantizando su acceso a la poblacion y a los ecosistemas.",NA,NA,organizaciones del sector social de la economia,rural,subsidios,monetario,distritos y unidades de riego,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,hectareas,3245000,1,hectareas,54e4,1,hectareas,93490.0,2.88,17.31,1177.71,1428.33,1428.33
2014,medio ambiente y recursos naturales,comision nacional del agua,s218,programa de tratamiento de aguas residuales,programa de tratamiento de aguas residuales,2009,2014,medio ambiente sano,salud,infraestructura,inversion en infraestructura,mexico prospero,"impulsar y orientar un crecimiento verde incluyente y facilitador que preserve nuestro patrimonio natural al mismo tiempo que genere riqueza, competitividad y empleo",cobertura de tratamiento de aguas residuales municipales,"detener y revertir la perdida de capital natural y la contaminacion del agua, aire y suelo.",NA,NA,NA,ambos,financiamiento de infraestructura,monetario,municipios,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,plantas municipales de tratamiento de aguas residuales registradas en el inventario nacional,NA,1,plantas municipales de tratamiento de aguas residuales,NA,1,plantas municipales de tratamiento de aguas residuales registradas en el inventario nacional,NA,NA,NA,2891.77,1829.7,1829.7
2014,medio ambiente y recursos naturales,comision nacional forestal,s219,programa nacional forestal pago por servicios ambientales,programa nacional forestal - pago por servicios ambientales,2012,2014,medio ambiente sano,bienestar economico,proteccion de los recursos naturales (agua | bosques | desiertos | selvas | vida silvestre),asegurar la sustentabilidad ambiental y crecimiento verde,mexico prospero,"impulsar y orientar un crecimiento verde incluyente y facilitador que preserve nuestro patrimonio natural al mismo tiempo que genere riqueza, competitividad y empleo",superficie conservada por medio de sistemas de areas protegidas y otras modalidades de conservacion.,"recuperar la funcionalidad de cuencas y paisajes a traves de la conservacion, restauracion y aprovechamiento sustentablemente del patrimonio natural.",ambos,jovenes | personas adultas | personas adultas mayores,propietarios de terrenos,rural,subsidios,monetario,municipios,NA,1,hectareas,138041245,1,hectareas,17708229.0,1,hectareas,18245924.0,13.22,103.04,2134.06,2709.98,2709.98
2014,medio ambiente y recursos naturales,comision nacional de areas naturales protegidas,u009,programa de accion para la conservacion de la vaquita marina,programa de accion para la conservacion de la vaquita marina,2008,2014,medio ambiente sano,NA,proteccion de los recursos naturales (agua | bosques | desiertos | selvas | vida silvestre),asegurar la sustentabilidad ambiental y crecimiento verde,mexico prospero,"impulsar y orientar un crecimiento verde incluyente y facilitador que preserve nuestro patrimonio natural al mismo tiempo que genere riqueza, competitividad y empleo",valor de la produccion obtenida a partir del aprovechamiento sustentable de los recursos naturales.,"recuperar la funcionalidad de cuencas y paisajes a traves de la conservacion, restauracion y aprovechamiento sustentablemente del patrimonio natural.",NA,NA,"productores pesqueros, silvicolas y acuicolas",ambos,subsidios,monetario,localidades,baja california | sonora,1,personas fisicas o sociedades cooperativas,2524,1,personas fisicas y personas morales,2247.0,1,habitantes,2304.0,91.28,102.54,40.0,37.12,37.12
2014,medio ambiente y recursos naturales,comision nacional del agua,u010,programa de cultura del agua,programa de cultura del agua,2008,2014,salud,medio ambiente sano,cultura,garantizar el ejercicio efectivo de los derechos sociales,mexico prospero,"impulsar y orientar un crecimiento verde incluyente y facilitador que preserve nuestro patrimonio natural al mismo tiempo que genere riqueza, competitividad y empleo",indice de participacion ciudadana en el sector ambiental,"desarrollar, promover y  aplicar instrumentos de politica, informacion investigacion, educacion, capacitacion, participacion y derechos humanos para fortalecer  la  gobernanza  ambiental.",NA,NA,entidades federativas,ambos,capacitacion,no monetario,municipios,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,entidades federativas,32,1,entidades federativas,32.0,1,entidades federativas,30.0,93.75,93.75,29.85,27.7,27.7
2014,medio ambiente y recursos naturales,"direccion general de fomento ambiental, urbano y turistico",u012,prevencion y gestion integral de residuos,prevencion y gestion integral de residuos,2009,2014,medio ambiente sano,salud,proteccion de los recursos naturales (agua | bosques | desiertos | selvas | vida silvestre),asegurar la sustentabilidad ambiental y crecimiento verde,mexico prospero,"impulsar y orientar un crecimiento verde incluyente y facilitador que preserve nuestro patrimonio natural al mismo tiempo que genere riqueza, competitividad y empleo",indice de manejo integral de residuos,"detener y revertir la perdida de capital natural y la contaminacion del agua, aire y suelo.",NA,NA,toda la poblacion,ambos,subsidios,monetario,entidades federativas | municipios,aguascalientes | baja california | campeche | chiapas | chihuahua | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nuevo leon | oaxaca | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,NA,municipios y entidades federativas,NA,1,entidades federativas y municipios,NA,1,"autoridades estatales, del distrito federal, municipales o delegacionales politicas del d.f. que presenten solicitudes que cumplan con los mecanismos establecidos en los presentes lineamientos.",28.0,NA,NA,685.51,1119.51,1116.79
2014,medio ambiente y recursos naturales,comision nacional del agua,u015,programa para incentivar el desarrollo organizacional de los consejos de cuenca,programa para incentivar el desarrollo organizacional de los consejos de cuenca,2008,2014,medio ambiente sano,NA,desarrollo regional,asegurar la sustentabilidad ambiental y crecimiento verde,mexico prospero,"impulsar y orientar un crecimiento verde incluyente y facilitador que preserve nuestro patrimonio natural al mismo tiempo que genere riqueza, competitividad y empleo",NA,"fortalecer la gestion integral y sustentable del agua, garantizando su acceso a la poblacion y a los ecosistemas.",NA,NA,organizaciones de la sociedad civil,ambos,subsidios,monetario,NA,NA,1,entidades federativas,32,1,entidades federativas,25.0,1,entidades federativas,30.0,93.75,120.0,45.98,47.95,47.95
2014,medio ambiente y recursos naturales,comision nacional del agua,u019,mejora de eficiencia hidrica en areas agricolas,mejora de eficiencia hidrica en areas agricolas,2009,2014,bienestar economico,NA,campo y desarrollo rural,ampliar el acceso a una sociedad equitativa e incluyente,mexico prospero,"impulsar y orientar un crecimiento verde incluyente y facilitador que preserve nuestro patrimonio natural al mismo tiempo que genere riqueza, competitividad y empleo",productividad del agua en distritos de riego (kg/m3),"fortalecer la gestion integral y sustentable del agua, garantizando su acceso a la poblacion y a los ecosistemas.",NA,NA,productores agricolas y/o agropecuarios,rural,financiamiento de proyectos productivos,monetario,distritos y unidades de riego,NA,1,asociaciones civiles de usuarios | sociedades de responsabilidad limitada | usuarios hidroagricolas de los distritos y unidades de riego,NA,1,asociaciones civiles de usuarios | sociedades de responsabilidad limitada | usuarios hidroagricolas de los distritos y unidades de riego,NA,1,asociaciones civiles de usuarios | sociedades de responsabilidad limitada | usuarios hidroagricolas de los distritos | unidades de riego,11.0,NA,NA,268.67,0.0,0.0
2014,medio ambiente y recursos naturales,direccion general de vida silvestre,u020,fomento para la conservacion y aprovechamiento sustentable de la vida silvestre,fomento para la conservacion y aprovechamiento sustentable de la vida silvestre,2010,2014,medio ambiente sano,NA,"proteccion de los recursos naturales (agua, bosques, desiertos, selvas y vida silvestre),",asegurar la sustentabilidad ambiental y crecimiento verde,mexico prospero,"impulsar y orientar un crecimiento verde incluyente y facilitador que preserve nuestro patrimonio natural al mismo tiempo que genere riqueza, competitividad y empleo",superficie conservada por medio de sistemas de areas protegidas y otras modalidades de conservacion.,"recuperar la funcionalidad de cuencas y paisajes a traves de la conservacion, restauracion y aprovechamiento sustentablemente del patrimonio natural.",ambos,NA,NA,rural,subsidios,monetario,localidades,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,NA,NA,NA,1,personas,1797.0,1,personas,7484.0,NA,416.47,174.03,271.66,271.66
2014,medio ambiente y recursos naturales,direccion general de estadistica e informacion ambiental,u021,programa de desarrollo institucional y ambiental,NA,2014,2014,medio ambiente sano,medio ambiente sano,NA,asegurar la sustentabilidad ambiental y crecimiento verde,mexico prospero,"impulsar y orientar un crecimiento verde incluyente y facilitador que preserve nuestro patrimonio natural al mismo tiempo que genere riqueza, competitividad y empleo","disminucion de la vulnerabilidad mediante infraestructura y acciones para la conservacion, restauracion y manejo sustentable del capital natural.",incrementar la resiliencia a efectos del cambio climatico y disminuir las emisiones de compuestos y gases de efecto invernadero.,NA,NA,dependencias estatales,ambos,subsidios,monetario,entidades federativas,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,dependencias estatales,NA,1,dependencias estatales,25.0,1,dependencias estatales,25.0,NA,100.0,3.0,90.15,90.15
2014,medio ambiente y recursos naturales,unidad coordinadora de participacion social y transparencia,u022,programa hacia la igualdad y la sustentabilidad ambiental,NA,2014,2014,medio ambiente sano,NA,igualdad de oportunidades,asegurar la sustentabilidad ambiental y crecimiento verde,mexico prospero,"impulsar y orientar un crecimiento verde incluyente y facilitador que preserve nuestro patrimonio natural al mismo tiempo que genere riqueza, competitividad y empleo",indice de participacion ciudadana en el sector ambiental,"desarrollar, promover y  aplicar instrumentos de politica, informacion investigacion, educacion, capacitacion, participacion y derechos humanos para fortalecer  la  gobernanza  ambiental.",ambos,personas adultas,organizaciones de la sociedad civil,rural,subsidios,monetario,localidades,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,organizaciones de la sociedad civil (osc),NA,1,organizaciones de la sociedad civil (osc),NA,1,hombres y mujeres de comunidades o pueblos indigenas en situacion de alta y muy alta marginacion,959.0,NA,NA,26.99,42.93,42.65
